0,30,26,120,98,142
0.03333333333333333,30,26,120,98,142
0.06666666666666667,30,26,120,98,142
0.1,30,26,120,98,142
0.13333333333333333,30,25,120,99,141
0.16666666666666666,30,22,120,102,138
0.19999999999999998,30,22,120,102,138
0.2333333333333333,30,20,120,104,136
0.26666666666666666,30,21,120,103,137
0.3,30,18,120,105,135
0.3333333333333333,30,20,120,104,136
0.36666666666666664,30,19,120,104,136
0.39999999999999997,30,21,120,103,137
0.4333333333333333,30,20,120,104,136
0.4666666666666666,30,17,120,106,134
0.49999999999999994,30,11,120,111,129
0.5333333333333333,30,7,120,115,125
0.5666666666666667,30,5,120,116,124
0.6,30,3,120,118,122
0.6333333333333333,30,4,120,117,123
0.6666666666666666,30,4,120,117,123
0.7,30,3,120,118,122
0.7333333333333333,30,3,120,118,122
0.7666666666666666,30,2,120,119,121
0.7999999999999999,30,3,120,118,122
0.8333333333333333,30,6,120,115,125
0.8666666666666666,30,5,120,116,124
0.8999999999999999,30,5,120,116,124
0.9333333333333332,30,13,120,109,131
0.9666666666666666,30,16,120,107,133
0.9999999999999999,30,18,120,105,135
1.0333333333333332,30,19,120,104,136
1.0666666666666667,30,18,120,105,135
1.1,30,16,120,107,133
1.1333333333333335,30,10,120,112,128
1.166666666666667,30,3,120,118,122
1.2000000000000004,30,0,120,120,120
1.2333333333333338,30,-8,120,126,114
1.2666666666666673,30,-7,120,125,115
1.3000000000000007,30,-4,120,123,117
1.3333333333333341,30,-6,120,125,115
1.3666666666666676,30,-4,120,123,117
1.400000000000001,30,1,120,120,120
1.4333333333333345,30,9,120,113,127
1.466666666666668,30,15,120,108,132
1.5000000000000013,30,20,120,104,136
1.5333333333333348,30,24,120,100,140
1.5666666666666682,30,27,120,98,142
1.6000000000000016,30,29,120,96,144
1.633333333333335,30,28,120,97,143
1.6666666666666685,30,26,120,98,142
1.700000000000002,30,24,120,100,140
1.7333333333333354,30,18,120,105,135
1.7666666666666688,30,16,120,107,133
1.8000000000000023,30,14,120,109,131
1.8333333333333357,30,10,120,112,128
1.8666666666666691,30,7,120,115,125
1.9000000000000026,30,5,120,116,124
1.933333333333336,30,4,120,117,123
1.9666666666666694,30,4,120,117,123
2.0000000000000027,30,-1,120,120,120
2.033333333333336,30,-1,120,120,120
2.066666666666669,30,0,120,120,120
2.1000000000000023,30,8,120,114,126
2.1333333333333355,30,9,120,113,127
2.1666666666666687,30,8,120,114,126
2.200000000000002,30,13,120,109,131
2.233333333333335,30,12,120,110,130
2.2666666666666684,30,14,120,109,131
2.3000000000000016,30,19,120,104,136
2.333333333333335,30,18,120,105,135
2.366666666666668,30,16,120,107,133
2.4000000000000012,30,17,120,106,134
2.4333333333333345,30,21,120,103,137
2.4666666666666677,30,23,120,101,139
2.500000000000001,30,18,120,105,135
2.533333333333334,30,18,120,105,135
2.5666666666666673,30,20,120,104,136
2.6000000000000005,30,18,120,105,135
2.6333333333333337,30,18,120,105,135
2.666666666666667,30,19,120,104,136
2.7,30,18,120,105,135
2.7333333333333334,30,15,120,108,132
2.7666666666666666,30,10,120,112,128
2.8,30,0,120,120,120
2.833333333333333,30,-2,120,121,119
2.8666666666666663,30,-8,120,126,114
2.8999999999999995,30,-7,120,125,115
2.9333333333333327,30,-5,120,124,116
2.966666666666666,30,-5,120,124,116
2.999999999999999,30,2,120,119,121
3.0333333333333323,30,2,120,119,121
3.0666666666666655,30,7,120,115,125
3.0999999999999988,30,11,120,111,129
3.133333333333332,30,11,120,111,129
3.166666666666665,30,14,120,109,131
3.1999999999999984,30,18,120,105,135
3.2333333333333316,30,20,120,104,136
3.266666666666665,30,20,120,104,136
3.299999999999998,24.661458333333336,22,120,102,138
3.3333333333333313,30,23,120,101,139
3.3666666666666645,23.6171875,24,120,100,140
3.3999999999999977,22.666666666666668,25,120,99,141
3.433333333333331,22.467447916666664,26,120,98,142
3.466666666666664,21.88671875,26,120,98,142
3.4999999999999973,21.09375,25,120,99,141
3.5333333333333306,20.52734375,26,120,98,142
3.5666666666666638,19.516927083333336,19,120,104,136
3.599999999999997,18.953125,15,120,108,132
3.63333333333333,17.302083333333332,11,120,111,129
3.6666666666666634,16.658854166666664,9,120,113,127
3.6999999999999966,15.2578125,4,120,117,123
3.73333333333333,13.69921875,0,120,120,120
3.766666666666663,12.1875,3,118,116,120
3.7999999999999963,30,1,120,120,120
3.8333333333333295,10.0,3,99,97,101
3.8666666666666627,9.6875,5,97,93,101
3.899999999999996,8.28125,9,85,78,92
3.933333333333329,30,12,120,110,130
3.9666666666666623,6.40625,17,70,56,84
3.9999999999999956,5.46875,19,62,46,78
4.033333333333329,4.6875,23,55,36,74
4.066666666666662,3.125,27,42,20,64
4.099999999999995,30,30,120,95,145
4.133333333333328,1.40625,31,28,2,54
4.166666666666662,1.2500000000000036,31,27,1,53
4.199999999999995,1.2500000000000036,31,27,1,53
4.233333333333328,1.2500000000000036,31,27,1,53
4.266666666666661,1.09375,28,26,3,49
4.2999999999999945,0.9374999999999964,27,24,2,46
4.333333333333328,0.9374999999999964,27,24,2,46
4.366666666666661,0.9374999999999964,27,24,2,46
4.399999999999994,0.9374999999999964,27,24,2,46
4.433333333333327,0.78125,27,23,1,45
4.466666666666661,0.78125,27,23,1,45
4.499999999999994,0.78125,27,23,1,45
4.533333333333327,0.78125,27,23,1,45
4.56666666666666,0.78125,27,23,1,45
4.599999999999993,0.9374999999999964,27,24,2,46
4.633333333333327,0.9374999999999964,27,24,2,46
4.66666666666666,0.78125,27,23,1,45
4.699999999999993,0.9374999999999964,27,24,2,46
4.733333333333326,0.9374999999999964,27,24,2,46
4.7666666666666595,0.78125,27,23,1,45
4.799999999999993,0.78125,27,23,1,45
4.833333333333326,0.9374999999999964,27,24,2,46
4.866666666666659,0.78125,27,23,1,45
4.899999999999992,0.78125,27,23,1,45
4.933333333333326,0.9374999999999964,27,24,2,46
4.966666666666659,0.78125,27,23,1,45
4.999999999999992,0.78125,27,23,1,45
5.033333333333325,0.9374999999999964,27,24,2,46
5.066666666666658,0.9374999999999964,27,24,2,46
5.099999999999992,0.78125,27,23,1,45
5.133333333333325,0.78125,27,23,1,45
5.166666666666658,0.9374999999999964,27,24,2,46
5.199999999999991,0.78125,27,23,1,45
5.2333333333333245,0.78125,27,23,1,45
5.266666666666658,0.78125,27,23,1,45
5.299999999999991,0.78125,27,23,1,45
5.333333333333324,0.78125,27,23,1,45
5.366666666666657,0.78125,27,23,1,45
5.399999999999991,0.78125,27,23,1,45
5.433333333333324,0.9374999999999964,27,24,2,46
5.466666666666657,0.78125,27,23,1,45
5.49999999999999,0.78125,27,23,1,45
5.5333333333333234,0.78125,27,23,1,45
5.566666666666657,0.625,27,22,0,44
